-100.00000,-100.00000,39801.00000
-100.00000,-99.00000,39304.00000
-100.00000,-98.00000,38811.00000
-100.00000,-97.00000,38322.00000
-100.00000,-96.00000,37837.00000
-100.00000,-95.00000,37356.00000
-100.00000,-94.00000,36879.00000
-100.00000,-93.00000,36406.00000
-100.00000,-92.00000,35937.00000
-100.00000,-91.00000,35472.00000
-100.00000,-90.00000,35011.00000
-100.00000,-89.00000,34554.00000
-100.00000,-88.00000,34101.00000
-100.00000,-87.00000,33652.00000
-100.00000,-86.00000,33207.00000
-100.00000,-85.00000,32766.00000
-100.00000,-84.00000,32329.00000
-100.00000,-83.00000,31896.00000
-100.00000,-82.00000,31467.00000
-100.00000,-81.00000,31042.00000
-100.00000,-80.00000,30621.00000
-100.00000,-79.00000,30204.00000
-100.00000,-78.00000,29791.00000
-100.00000,-77.00000,29382.00000
-100.00000,-76.00000,28977.00000
-100.00000,-75.00000,28576.00000
-100.00000,-74.00000,28179.00000
-100.00000,-73.00000,27786.00000
-100.00000,-72.00000,27397.00000
-100.00000,-71.00000,27012.00000
-100.00000,-70.00000,26631.00000
-100.00000,-69.00000,26254.00000
-100.00000,-68.00000,25881.00000
-100.00000,-67.00000,25512.00000
-100.00000,-66.00000,25147.00000
-100.00000,-65.00000,24786.00000
-100.00000,-64.00000,24429.00000
-100.00000,-63.00000,24076.00000
-100.00000,-62.00000,23727.00000
-100.00000,-61.00000,23382.00000
-100.00000,-60.00000,23041.00000
-100.00000,-59.00000,22704.00000
-100.00000,-58.00000,22371.00000
-100.00000,-57.00000,22042.00000
-100.00000,-56.00000,21717.00000
-100.00000,-55.00000,21396.00000
-100.00000,-54.00000,21079.00000
-100.00000,-53.00000,20766.00000
-100.00000,-52.00000,20457.00000
-100.00000,-51.00000,20152.00000
-100.00000,-50.00000,19851.00000
-100.00000,-49.00000,19554.00000
-100.00000,-48.00000,19261.00000
-100.00000,-47.00000,18972.00000
-100.00000,-46.00000,18687.00000
-100.00000,-45.00000,18406.00000
-100.00000,-44.00000,18129.00000
-100.00000,-43.00000,17856.00000
-100.00000,-42.00000,17587.00000
-100.00000,-41.00000,17322.00000
-100.00000,-40.00000,17061.00000
-100.00000,-39.00000,16804.00000
-100.00000,-38.00000,16551.00000
-100.00000,-37.00000,16302.00000
-100.00000,-36.00000,16057.00000
-100.00000,-35.00000,15816.00000
-100.00000,-34.00000,15579.00000
-100.00000,-33.00000,15346.00000
-100.00000,-32.00000,15117.00000
-100.00000,-31.00000,14892.00000
-100.00000,-30.00000,14671.00000
-100.00000,-29.00000,14454.00000
-100.00000,-28.00000,14241.00000
-100.00000,-27.00000,14032.00000
-100.00000,-26.00000,13827.00000
-100.00000,-25.00000,13626.00000
